source_id,target_id,distance
13,70,477.461031
13,71,477.056676
13,72,459.902328
13,73,458.733570
13,74,498.088311
13,75,523.929919
13,76,515.886013
13,77,585.798045
13,78,630.342476
13,79,675.994809
13,80,590.286010
13,81,571.513697
13,82,523.757680
13,83,554.929106
13,84,548.257198
13,85,567.392150
13,86,614.715744
13,87,648.296182
13,88,702.234988
13,89,741.074055
13,90,631.625760
13,91,618.791032
13,92,607.448716
13,93,616.213117
13,94,646.115132
13,95,655.871504
13,96,677.301051
13,97,708.762850
13,98,759.519703
13,99,803.332458
14,15,107.762535
14,16,143.269964
14,17,233.747790
14,18,289.364418
14,19,387.236489
14,20,310.375692
14,21,212.445582
14,22,141.864137
14,23,86.356711
14,24,77.372534
14,25,137.541746
14,26,200.530229
14,27,267.172690
14,28,337.124364
14,29,402.528144
14,30,314.610234
14,31,265.691517
14,32,190.920243
14,33,183.672007
14,34,167.157222
14,35,186.859060
14,36,253.114264
14,37,314.058881
14,38,378.176109
14,39,442.673293
14,40,355.019220
14,41,306.451405
14,42,270.445882
14,43,234.533783
14,44,209.772223
14,45,243.853822
14,46,300.465710
14,47,346.137049
14,48,430.744104
14,49,454.158497
14,50,389.418434
14,51,365.595692
14,52,302.216363
14,53,304.154674
14,54,284.619458
14,55,309.329898
14,56,340.922736
14,57,397.717225
14,58,439.589025
14,59,519.789362
14,60,470.843460
14,61,418.736285
14,62,384.611558
14,63,382.056880
14,64,393.267890
14,65,418.689973
14,66,418.640471
14,67,477.865569
14,68,495.781521
14,69,571.368864
14,70,491.374372
14,71,481.744247
14,72,454.672744
14,73,443.917291
14,74,472.439775
14,75,490.245742
14,76,474.066216
14,77,540.044173
14,78,577.193420
14,79,621.985046
14,80,602.400204
14,81,575.811439
14,82,519.721112
14,83,541.784279
14,84,524.667226
14,85,535.233193
14,86,576.944876
14,87,602.979810
14,88,654.362935
14,89,687.681552
14,90,641.631531
14,91,619.426901
14,92,598.700782
14,93,601.329844
14,94,620.504881
14,95,625.523732
14,96,638.784244
14,97,666.137776
14,98,714.033700
14,99,753.330540
15,16,46.100783
15,17,125.997168
15,18,181.620541
15,19,279.586335
15,20,416.671754
15,21,315.103418
15,22,237.350350
15,23,179.713441
15,24,109.859708
15,25,80.485252
15,26,121.051471
15,27,171.092805
15,28,237.141922
15,29,298.113515
15,30,413.978549
15,31,355.781299
15,32,268.153515
15,33,247.602972
15,34,177.360066
15,35,173.056045
15,36,190.841246
15,37,227.862705
15,38,287.147512
15,39,342.408204
15,40,441.142487
15,41,386.876162
15,42,334.317412
15,43,285.527485
15,44,225.995921
15,45,225.659648
15,46,260.295966
15,47,281.801595
15,48,349.907542
15,49,362.076585
15,50,468.231759
15,51,426.695865
15,52,355.703403
15,53,342.161065
15,54,288.943624
15,55,286.816190
15,56,299.888436
15,57,330.540857
15,58,369.015970
15,59,433.519250
15,60,539.159300
15,61,480.299905
15,62,423.988085
15,63,411.697590
15,64,399.745108
15,65,398.255377
15,66,385.857274
15,67,420.753638
15,68,431.360776
15,69,496.012498
15,70,550.579874
15,71,528.861705
15,72,488.438392
15,73,463.163958
15,74,471.913038
15,75,473.943401
15,76,441.700543
15,77,496.999469
15,78,515.989535
15,79,557.899122
15,80,656.729370
15,81,619.840627
15,82,553.033923
15,83,560.193903
15,84,525.918505
15,85,520.362391
15,86,549.852249
15,87,559.425681
15,88,604.189081
15,89,624.202750
15,90,692.358169
15,91,657.183215
15,92,622.610665
15,93,615.271204
15,94,615.480379
15,95,611.681125
15,96,608.766435
15,97,627.133590
15,98,668.170668
15,99,696.983811
16,17,99.466144
16,18,152.926504
16,19,248.386670
16,20,444.682812
16,21,339.633612
16,22,258.387963
16,23,202.449245
16,24,120.215685
16,25,54.301630
16,26,76.253652
16,27,126.525994
16,28,194.653998
16,29,259.316312
16,30,434.363588
16,31,370.347927
16,32,278.050592
16,33,252.127704
16,34,164.429206
16,35,150.168803
16,36,148.414671
16,37,181.817967
16,38,241.749245
16,39,300.269868
16,40,451.890605
16,41,395.150256
16,42,335.324265
16,43,282.326078
16,44,211.205586
16,45,196.931524
16,46,222.484292
16,47,237.523143
16,48,303.806767
16,49,317.021180
16,50,474.322809
16,51,424.230514
16,52,351.228847
16,53,331.207759
16,54,266.051493
16,55,254.082001
16,56,260.967428
16,57,285.515984
16,58,323.458524
16,59,387.702058
16,60,538.733339
16,61,477.203509
16,62,411.678139
16,63,395.522873
16,64,374.721585
16,65,363.979102
16,66,348.037761
16,67,376.941336
16,68,386.372856
16,69,449.982338
16,70,545.469332
16,71,518.371564
16,72,472.700970
16,73,441.939607
16,74,443.275590
16,75,440.072393
16,76,403.429204
16,77,455.685384
16,78,471.240303
16,79,512.710043
16,80,648.332238
16,81,607.058592
16,82,536.320906
16,83,537.484410
16,84,497.308616
16,85,486.514825
16,86,512.238699
16,87,517.726480
16,88,561.025797
16,89,579.000446
16,90,682.030555
16,91,641.395967
16,92,601.469158
16,93,590.409574
16,94,584.051104
16,95,577.512238
